Unnamed: 0,name,serving_size,calories,total_fat,saturated_fat,cholesterol,sodium,choline,folate,folic_acid,niacin,pantothenic_acid,riboflavin,thiamin,vitamin_a,vitamin_a_rae,carotene_alpha,carotene_beta,cryptoxanthin_beta,lutein_zeaxanthin,lucopene,vitamin_b12,vitamin_b6,vitamin_c,vitamin_d,vitamin_e,tocopherol_alpha,vitamin_k,calcium,copper,iron,magnesium,manganese,phosphorous,potassium,selenium,zink,protein,alanine,arginine,aspartic_acid,cystine,glutamic_acid,glycine,histidine,hydroxyproline,isoleucine,leucine,lysine,methionine,phenylalanine,proline,serine,threonine,tryptophan,tyrosine,valine,carbohydrate,fiber,sugars,fructose,galactose,glucose,lactose,maltose,sucrose,fat,saturated_fatty_acids,monounsaturated_fatty_acids,polyunsaturated_fatty_acids,fatty_acids_total_trans,alcohol,ash,caffeine,theobromine,water,meal_time,calcium_magnesium_ratio,vitamin_c_e_ratio,saturated_unsaturated_fatty_acids_ratio,total_essential_amino_acids,total_carbohydrates,antioxidant_capacity,energy_density
4371,"Mountain yam, without salt, steamed, cooked, hawaii",100,82,1,0,0.0,1.2,0.0,0.0012,0.0,0.13,0.48,0.014,0.086,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.209,0.0,0.0,0.0,0.0,0.0,0.8,0.129,0.043,1.0,0.283,4.0,49.5,9e-06,0.032,173,71,144,175,21,205,60,38,0,59,109,67,23,80,61,92,61,14,46,70,2000,0,0,0,0,0,0,0,0,8,18,3,36,0.0,0,106,0.0,0.0,7714,Breakfast,0.8,0.0,0,483,2000,9e-06,0
4372,"CAMPBELL'S Red and White, condensed, Green Pea Soup",100,141,23,8,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.113,0.0,0.0,0.0,30.5,0.0,0.0,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2188,31,469,0,0,0,0,0,0,234,781,391,781,0.0,0,195,0.0,0.0,6680,Lunch,0.0,0.0,0,0,2688,0.39,1
4373,"Cake, prepared from recipe without frosting, yellow",100,361,15,39,0.054,34.3,0.0,0.0034,0.0024,1.456,0.31,0.233,0.183,0.3475,0.004,0.0,0.0,0.0,0.0,0,1.6e-05,0.036,0.002,0.0,0.0,0.0,0.0,14.6,0.056,0.164,1.2,0.19,11.7,9.1,0.000137,0.045,530,206,238,342,103,1329,171,124,0,236,414,246,120,266,473,303,191,66,191,268,5300,7,0,0,0,0,0,0,0,1460,3924,6229,3570,5.4,0,190,0.0,0.0,2510,Supper,12.166666666666666,0.0,0,1807,5307,0.349637,3
4374,CAMPBELL'S Homestyle Harvest Tomato with Basil Soup,100,45,4,2,0.002,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.073,0.0,0.0,0.0,0.0,0.8,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,939,8,653,0,0,0,0,0,0,41,204,0,0,0.2,0,170,0.0,0.0,8790,Breakfast,0.0,0.0,0,0,1600,0.583,0
4375,"Burdock root, without salt, drained, boiled, cooked",100,88,1,0,0.0,0.4,0.143,0.002,0.0,0.32,0.353,0.058,0.039,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.279,0.026,0.0,0.046,0.046,2e-05,4.9,0.089,0.077,3.9,0.27,9.3,36.0,9e-06,0.038,209,34,144,242,8,215,42,42,0,41,44,92,12,45,71,34,35,8,24,46,2115,18,355,0,0,0,0,0,0,14,23,35,55,0.0,0,98,0.0,0.0,7564,Breakfast,1.2564102564102566,0.5652173913043478,0,323,2488,0.07200899999999999,0
4376,"Babyfood, prepared with whole milk, oatmeal, cereal",100,116,41,23,0.011,4.6,0.0,0.001,0.0,5.981,0.514,0.563,0.506,0.2625,0.0022,0.0,0.0,0.0,0.0,0,3e-05,0.06,0.013,0.0,0.0,0.0,0.0,22.0,0.094,1.214,3.5,0.0,16.0,20.4,0.0,0.092,500,203,269,398,104,1102,177,113,0,256,445,311,112,222,381,261,201,67,223,310,1530,11,0,0,0,0,0,0,0,410,2258,0,0,1.1,0,110,0.0,0.0,7450,Breakfast,6.285714285714286,0.0,0,1924,1541,0.2755,1
4377,"Pie Crust, Ready Crust, Graham Cracker, Cookie-type",100,501,25,5,0.0,47.1,0.177,0.0065,0.0046,3.22,0.178,0.213,0.184,0.0025,0.0,0.0,0.0,0.0,0.0023,0,0.0,0.076,0.0,0.0,0.185,0.185,0.000218,2.9,0.223,0.26,2.3,1.287,11.7,11.3,2.6e-05,0.125,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6430,19,1813,0,0,0,0,0,1813,2483,4999,16928,1671,0.0,0,139,0.0,0.0,437,Supper,1.2608695652173914,0.0,0,0,8262,0.187526,5
4378,"Chicken, fried, cooked, giblets, broilers or fryers",100,277,13,38,0.446,11.3,0.0,0.0379,0.0,10.987,4.453,1.524,0.097,29.8225,0.3582,0.0,0.0,0.0,0.0,0,0.001331,0.61,0.087,0.0,0.0,0.0,0.0,1.8,0.422,1.032,2.5,0.222,28.6,33.0,0.001042,0.627,3254,1587,2159,3021,437,5055,1783,759,0,1630,2601,2348,810,1480,1696,1430,1467,373,1067,1737,435,0,0,0,0,0,0,0,0,1346,3800,4420,3380,44.6,0,177,0.0,0.0,4789,Supper,0.72,0.0,0,12446,435,29.910542000000003,2
4379,"Onion rings, unprepared, frozen, par fried, breaded",100,258,14,45,0.0,24.6,0.0,0.0048,0.0029,0.693,0.24,0.079,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.132,0.046,0.0,0.0,0.0,0.0,4.6,0.074,0.093,1.4,0.299,4.9,19.0,2.4e-05,0.036,315,102,192,145,64,972,116,64,0,126,207,89,48,143,307,151,89,42,92,128,3053,18,0,0,0,0,0,0,0,1410,4534,5738,2700,0.0,0,100,0.0,0.0,5122,Supper,3.2857142857142856,0.0,0,872,3071,0.046024,2
4380,"Babyfood, with tomato sauce, cheese filled, ravioli",100,99,22,1,0.007,28.2,0.08,0.0036,0.0,1.65,0.0,0.14,0.12,1.235,0.0051,0.0002,0.023,0.0003,0.0069,0,5e-06,0.09,0.001,0.0025,0.042,0.042,9.4e-05,5.4,0.04,0.08,0.7,0.0,5.6,3.2,0.000134,0.035,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1630,1,59,0,0,0,0,0,0,220,960,570,480,0.7,0,140,0.0,0.0,7650,Breakfast,7.714285714285715,0.023809523809523808,0,0,1690,1.278134,0
4381,"Crackers, sandwich-type with cheese filling, cheese",100,490,24,48,0.006,87.8,0.275,0.0082,0.0066,3.478,0.855,0.457,0.508,0.0975,0.0011,0.0,0.0002,0.0,0.0009,0,8e-05,0.114,0.026,0.0,0.199,0.199,0.000205,8.9,0.242,0.213,2.8,0.497,28.8,29.5,0.0001,0.057,892,298,292,518,155,2161,236,175,0,357,638,386,151,350,768,401,330,110,249,381,5876,19,1233,0,0,0,774,149,309,2441,4810,14307,2327,0.6,0,310,0.0,0.0,481,Supper,3.178571428571429,0.13065326633165827,0,2703,7128,0.3226,4
4382,"Chicken, breast meat only, BBQ, rotisserie, broiler",100,144,36,9,0.086,32.8,0.598,0.0011,0.0,9.634,0.0,0.131,0.081,0.0425,0.0005,0.0,0.0,0.0,0.0,0,2.7e-05,0.314,0.0,0.0,0.032,0.032,0.0,1.3,0.041,0.046,2.5,0.0,24.6,28.4,0.000231,0.087,2804,1388,1791,1654,300,3168,1187,1027,67,1229,2356,2804,833,1152,1050,929,682,302,955,1279,0,0,0,0,0,0,0,0,0,357,863,1444,490,8.6,0,140,0.0,0.0,6778,Lunch,0.52,0.0,0,10637,0,0.074731,1
4383,"Carrots, with salt, drained, boiled, cooked, frozen",100,37,7,1,0.0,29.5,0.086,0.0011,0.0,0.416,0.174,0.037,0.03,42.32,0.0846,0.3716,0.8199,0.0199,0.0676,0,0.0,0.084,0.023,0.0,0.101,0.101,0.000136,3.5,0.082,0.053,1.1,0.167,3.1,19.2,6e-06,0.035,58,70,57,118,51,228,29,25,0,48,63,63,13,38,34,34,119,7,26,43,773,33,408,28,0,36,0,0,344,68,132,35,318,0.0,0,69,0.0,0.0,9032,Breakfast,3.1818181818181817,0.2277227722772277,0,394,1214,42.444006,0
4384,"Mung beans, with salt, boiled, cooked, mature seeds",100,105,4,1,0.0,23.8,0.294,0.0159,0.0,0.577,0.41,0.061,0.164,0.06,0.0001,0.0,0.0014,0.0,0.0,0,0.0,0.067,0.01,0.0,0.015,0.015,2.7e-05,2.7,0.156,0.14,4.8,0.298,9.9,26.6,2.5e-05,0.084,702,309,492,812,62,1256,281,205,0,297,544,490,84,425,323,346,230,76,210,364,1915,76,200,0,0,0,0,0,0,38,116,54,128,0.0,0,79,0.0,0.0,7266,Breakfast,0.5625000000000001,0.6666666666666667,0,2510,2191,0.08502499999999999,1
4385,"Pork, unheated, boneless, separable fat, ham, cured",100,515,53,17,0.061,61.6,0.307,0.0,0.0,2.57,0.345,0.021,0.233,0.11,0.0013,0.0,0.0,0.0,0.0,0,3.1e-05,0.187,0.0,0.12,0.076,0.076,0.0,0.4,0.097,0.05,1.1,0.022,14.3,17.4,0.000158,0.114,750,464,455,638,86,997,575,328,156,303,540,535,151,277,369,280,292,54,203,357,187,0,44,0,0,44,0,0,0,5300,17433,23902,6901,6.1,0,198,0.0,0.0,3565,Supper,0.36363636363636365,0.0,0,2509,231,0.186158,5
4386,"Lentils, without salt, boiled, cooked, mature seeds",100,116,4,1,0.0,0.2,0.327,0.0181,0.0,1.06,0.638,0.073,0.169,0.02,0.0,0.0,0.0005,0.0,0.0,0,0.0,0.178,0.015,0.0,0.011,0.011,1.7e-05,1.9,0.251,0.333,3.6,0.494,18.0,36.9,2.8e-05,0.127,902,377,697,998,118,1399,367,254,0,390,654,630,77,445,377,416,323,81,241,448,2013,79,180,0,0,0,0,0,0,38,53,64,175,0.0,0,83,0.0,0.0,6964,Breakfast,0.5277777777777778,1.3636363636363638,0,3048,2272,0.046028,1
4387,"Crustaceans, cooked (not previously frozen), shrimp",100,99,3,1,0.189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,28,56,48,79,18.9,0,122,0.0,0.0,7433,Breakfast,0.0,0.0,0,0,20,0.0,0
4388,"Pizza, cooked, frozen, rising crust, cheese topping",100,260,88,38,0.016,55.6,0.171,0.0037,0.0037,1.985,0.256,0.246,0.241,0.8975,0.0069,0.0,0.0093,0.0,0.0024,0,7e-05,0.092,0.019,0.0,0.072,0.072,7.5e-05,17.7,0.255,0.177,2.6,0.428,23.8,17.5,0.000348,0.132,1237,412,474,754,131,3727,345,330,0,576,1077,649,207,661,1557,684,451,188,382,713,3291,25,509,150,0,116,0,243,0,878,3825,2198,1381,1.6,0,248,0.0,0.0,4346,Supper,6.8076923076923075,0.2638888888888889,1,4522,3825,0.988848,2
4389,"Tomato products, with tomato tidbits, sauce, canned",100,32,4,1,0.0,1.5,0.0,0.0009,0.0,1.183,0.219,0.097,0.073,2.0025,0.004,0.0,0.0,0.0,0.0,0,0.0,0.155,0.215,0.0,0.0,0.0,0.0,1.0,0.014,0.068,2.0,0.22,4.2,37.3,6e-06,0.019,132,42,27,166,8,530,22,21,0,26,37,38,7,28,29,32,30,9,18,27,709,14,0,0,0,0,0,0,0,39,55,58,157,0.0,0,211,0.0,0.0,8909,Breakfast,0.5,0.0,0,202,723,2.2175059999999998,0
4390,"Fish, raw (Alaska Native), mixed species, whitefish",100,131,61,14,0.055,5.1,0.0,0.0,0.0,0.0,0.0,0.13,0.13,1.35,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,0.029,3.3,0.0,28.0,31.7,0.0,0.099,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,1370,2560,1820,5.5,0,220,0.0,0.0,7280,Lunch,0.0,0.0,0,0,0,1.35,1
4391,"Protein supplement, powder, Muscle Milk, milk based",100,411,17,16,0.021,32.9,0.816,0.02,0.02,10.0,5.714,0.857,0.714,6.25,0.075,0.0,0.0,0.0,0.0,0,0.0003,1.0,0.3,0.5,0.707,0.707,5e-06,50.0,1.0,0.857,20.0,0.0,64.3,112.9,0.000338,0.714,4571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1850,71,571,0,0,0,0,0,0,1714,1553,12105,1770,2.1,0,365,0.0,0.0,1500,Supper,2.5,0.4243281471004243,0,0,2492,7.257338,4
4392,"Apricots, with added sugar, stewed, sulfured, dried",100,113,2,0,0.0,0.3,0.0,0.0,0.0,0.853,0.191,0.027,0.005,5.3475,0.0107,0.0,0.0,0.0,0.0,0,0.0,0.103,0.014,0.0,0.0,0.0,0.0,1.5,0.138,0.152,1.5,0.088,3.8,44.3,0.0,0.024,117,58,45,269,4,119,36,19,0,36,69,81,6,49,70,67,42,21,27,43,2926,41,0,0,0,0,0,0,0,15,10,64,29,0.0,0,98,0.0,0.0,6845,Breakfast,1.0,0.0,0,347,2967,5.3615,1
4393,"Apricot nectar, without added ascorbic acid, canned",100,56,1,0,0.0,0.3,0.01,0.0001,0.0,0.26,0.096,0.014,0.009,3.29,0.0066,0.0,0.0786,0.0007,0.0014,0,0.0,0.022,0.006,0.0,0.031,0.031,1.2e-05,0.7,0.073,0.038,0.5,0.032,0.9,11.4,0.0,0.009,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1439,6,1379,0,0,0,0,0,0,9,6,38,17,0.0,0,29,0.0,0.0,8487,Breakfast,1.4,0.1935483870967742,0,0,2824,3.327,0
4394,"Amaranth leaves, with salt, drained, boiled, cooked",100,21,2,1,0.0,25.7,0.0,0.0057,0.0,0.559,0.062,0.134,0.02,6.925,0.0139,0.0,0.0,0.0,0.0,0,0.0,0.177,0.411,0.0,0.0,0.0,0.0,20.9,0.158,0.226,5.5,0.861,7.2,64.1,9e-06,0.088,211,119,104,196,25,250,113,44,0,102,167,109,31,114,104,95,85,27,68,118,411,0,0,0,0,0,0,0,0,18,50,41,80,0.0,0,211,0.0,0.0,9149,Breakfast,3.8,0.0,0,753,411,7.336009,0
4395,"Ice creams, French Vanilla, No Sugar Added, BREYERS",100,154,71,42,0.053,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8625,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,15.1,0.0,0.019,0.0,0.0,0.0,0.0,0.0,0.0,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2075,5,770,0,0,0,0,0,0,705,4170,0,0,5.3,0,122,0.0,0.0,6648,Lunch,0.0,0.0,0,0,2850,0.8715,1
4396,"Beverages, Orange Pineapple, V8 SPLASH Juice Drinks",100,29,0,0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.145,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.247,0.0,0.111,0.111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,741,0,741,0,0,0,0,0,0,0,0,0,0,0.0,0,69,0.0,0.0,9190,Breakfast,0.0,2.225225225225225,0,0,1482,5.502999999999999,0
4397,"Tomatoes, packed in tomato juice, canned, ripe, red",100,16,3,0,0.0,11.5,0.064,0.0008,0.0,0.712,0.117,0.055,0.575,1.02,0.002,0.0,0.0245,0.0,0.0078,0,0.0,0.111,0.126,0.0,0.059,0.059,2.6e-05,3.3,0.052,0.057,1.0,0.068,1.7,19.1,7e-06,0.012,79,32,23,153,8,451,19,15,0,22,27,28,8,27,15,24,42,8,18,16,347,19,255,131,0,124,0,0,0,25,34,40,101,0.0,0,74,0.0,0.0,9475,Breakfast,3.3,2.135593220338983,0,178,621,1.205007,0
4398,"Snacks, peanut butter, uncoated, soft, granola bars",100,426,16,37,0.0,40.9,0.0,0.0032,0.0,3.142,0.54,0.148,0.228,0.035,0.0002,0.0,0.0,0.0,0.0,0,2e-05,0.103,0.0,0.0,0.0,0.0,0.0,9.1,0.66,0.213,8.6,1.4,25.0,29.1,0.000189,0.186,1050,441,1107,1158,153,2121,584,256,0,374,696,374,148,531,471,499,350,110,417,466,6440,43,0,0,0,0,0,0,0,1580,3650,6590,4270,0.0,0,210,0.0,0.0,730,Supper,1.058139534883721,0.0,0,3049,6483,0.035189000000000005,4
4399,"Cereals ready-to-eat, Cocoa DYNO-BITES, MALT-O-MEAL",100,397,34,26,0.0,53.4,0.034,0.0345,0.0341,17.23,0.0,1.48,1.3,6.465,0.0776,0.0,0.0,0.0,0.0001,0,0.000517,1.72,0.0,0.345,0.006,0.006,0.0,1.7,0.162,0.621,2.8,0.0,6.9,18.1,8.7e-05,0.596,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8793,11,4315,0,0,0,0,0,0,343,2580,250,210,0.0,0,149,0.4,3.6,300,Supper,0.6071428571428572,0.0,5,0,13119,6.471087,3
4400,"Apples, stewed, sulfured, dehydrated (low moisture)",100,74,1,0,0.0,2.6,0.0,0.0,0.0,0.14,0.08,0.029,0.008,0.0475,0.0001,0.0,0.0,0.0,0.0,0,0.0,0.054,0.006,0.0,0.0,0.0,0.0,0.4,0.058,0.043,0.5,0.027,1.2,13.6,4e-06,0.006,28,10,9,49,4,29,11,4,0,11,17,18,3,8,10,11,10,3,5,13,1991,26,0,0,0,0,0,0,0,12,20,5,36,0.0,0,33,0.0,0.0,7936,Breakfast,0.8,0.0,0,83,2017,0.053503999999999996,0
4401,"Seal, dried (Alaska Native), meat, bearded (Oogruk)",100,351,23,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.13,3.275,0.0393,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.96,0.0,0.0,78.4,0.0,0.0,0.0,8260,4725,4655,6877,444,11041,4351,2947,0,3134,6386,6690,1684,3275,3789,2994,3228,795,2152,3228,0,0,0,0,0,0,0,0,0,230,600,1330,370,0.0,0,350,0.0,0.0,1160,Supper,0.0,0.0,0,28420,0,3.275,3
4402,CAMPBELL'S Homestyle Light New England Clam Chowder,100,49,16,4,0.004,32.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.059,0.0,0.0,0.0,0.0,0.0,0.0,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,8,41,0,0,0,0,0,0,163,408,0,0,0.4,0,130,0.0,0.0,8870,Breakfast,0.0,0.0,0,0,661,0.0,0
4403,"Soup, prepared with water, mix, dry, chicken noodle",100,23,6,1,0.004,22.9,0.049,0.0007,0.0006,0.431,0.042,0.03,0.081,0.0275,0.0001,0.0001,0.0005,0.0,0.0008,0,2e-06,0.01,0.0,0.0,0.005,0.005,1.4e-05,0.2,0.014,0.02,0.3,0.032,1.2,1.3,3.8e-05,0.008,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,1,31,0,0,0,0,0,0,55,122,205,155,0.4,0,78,0.0,0.0,9416,Breakfast,0.6666666666666667,0.0,0,0,399,0.032538000000000004,0
4404,"Chicken, meat only, thigh, BBQ, rotisserie, broiler",100,193,11,28,0.128,33.5,0.68,0.0008,0.0,5.441,0.0,0.234,0.055,0.11,0.0013,0.0,0.0,0.0,0.0,0,4.5e-05,0.176,0.0,0.0,0.048,0.048,0.0,1.3,0.084,0.097,2.1,0.0,21.6,26.2,0.000231,0.2,2409,1151,1410,1983,213,3224,973,629,117,964,1736,1974,611,787,1101,962,740,195,658,1050,0,0,0,0,0,0,0,0,0,1074,2777,4727,1621,12.8,0,140,0.0,0.0,6435,Lunch,0.6190476190476191,0.0,0,8057,0,0.158231,1
4405,"MORNINGSTAR FARMS Corn Dog Mini, unprepared, frozen",100,219,47,8,0.0,67.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.14,0.0,0.0,14.2,9.6,0.0,0.07,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3260,26,800,0,0,0,0,0,0,470,800,1000,2700,0.0,0,210,0.0,0.0,4740,Lunch,0.0,0.0,0,0,4086,0.0,2
4406,"Goose, roasted, cooked, meat and skin, domesticated",100,305,22,69,0.091,7.0,0.665,0.0002,0.0,4.168,1.53,0.323,0.077,0.175,0.0021,0.0,0.0,0.0,0.0,0,4.1e-05,0.37,0.0,0.0075,0.174,0.174,5.1e-05,1.3,0.264,0.283,2.2,0.023,27.0,32.9,0.000218,0.262,2516,1550,1566,2262,390,3739,1594,700,0,1183,2109,1988,608,1055,1216,1002,1123,332,805,1232,0,0,0,0,0,0,0,0,0,2192,6870,10250,2520,9.1,0,97,0.0,0.0,5195,Supper,0.5909090909090908,0.0,0,9630,0,0.349218,3
4407,"DOMINO'S 14"" Cheese Pizza, Ultimate Deep Dish Crust",100,265,98,41,0.016,61.5,0.0,0.0,0.0,3.51,0.0,0.18,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0,3.6e-05,0.04,0.004,0.0,0.089,0.089,6.1e-05,16.6,0.11,0.249,2.4,0.275,20.3,16.9,0.000203,0.122,1076,381,819,845,165,3625,348,360,0,514,935,635,281,651,1446,779,381,114,475,647,3348,24,422,97,8,60,73,143,40,983,4062,2434,2387,1.6,0,250,0.0,0.0,4342,Supper,6.916666666666668,0.04494382022471911,0,4158,3794,0.093203,2
4408,"Rice, dry, unenriched, parboiled, long-grain, white",100,374,1,3,0.0,0.2,0.0,0.0008,0.0,5.048,0.672,0.05,0.224,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.452,0.0,0.0,0.003,0.003,1e-06,7.1,0.284,0.074,2.7,1.035,15.3,17.4,0.000199,0.102,751,433,651,795,153,1395,358,185,0,339,656,215,183,398,484,366,271,103,216,470,8089,18,33,2,0,11,0,0,21,103,294,258,322,0.0,0,71,0.0,0.0,986,Supper,2.6296296296296293,0.0,0,2635,8140,0.003199,3
4409,"Cereals, dry, Banana Bread, Instant Oatmeal, QUAKER",100,368,49,9,0.0,70.0,0.0,0.0247,0.0,11.31,0.0,1.0,0.98,6.7075,0.0,0.0,0.0,0.0,0.0,0,0.0,1.14,0.009,0.0,0.044,0.044,0.0,27.7,0.0,1.007,9.2,0.0,31.5,28.7,0.0,0.207,897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7570,67,2945,0,0,0,0,0,0,485,900,1730,1430,0.0,0,372,0.0,0.0,677,Supper,3.0108695652173916,0.20454545454545453,0,0,10582,6.7604999999999995,3
4410,"Ice cream bar, with crunch coating, stick or nugget",100,358,25,18,0.016,8.4,0.45,0.0003,0.0,0.548,0.303,0.069,0.043,0.2625,0.0035,0.0,0.0005,0.0,0.0,0,9e-06,0.106,0.0,0.0075,0.225,0.225,0.000223,6.3,0.031,0.0,1.1,0.0,5.7,7.1,4e-05,0.032,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3712,11,2105,0,0,0,0,0,0,2526,17895,1173,2208,1.6,0,41,0.0,0.0,3548,Supper,5.727272727272727,0.0,5,0,5828,0.48754000000000003,3
4411,"CAMPBELL'S Low Sodium Soups, Cream of Mushroom Soup",100,54,27,8,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,201,0,0,0,0,0,0,268,839,503,1342,0.5,0,53,0.0,0.0,8940,Breakfast,0.0,0.0,0,0,839,0.0,0
4412,"Soup, prepared with water, dry, chicken broth cubes",100,5,1,0,0.0,32.6,0.0,0.0001,0.0,0.103,0.02,0.01,0.005,0.0175,0.0001,0.0,0.0,0.0,0.0,0,1e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.005,0.1,0.01,0.5,1.0,0.0,0.001,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,12,30,50,40,0.0,0,144,0.0,0.0,9743,Breakfast,5.0,0.0,0,0,62,0.0175,0
4413,"Sauce, ready-to-serve, basil pesto, CLASSICO, pesto",100,372,36,67,0.0,102.8,0.0,0.0029,0.0,0.877,0.285,0.273,0.097,4.8225,0.0096,0.0,0.1151,0.0013,0.0986,0,0.0,0.267,0.0,0.0,0.461,0.461,0.001938,16.6,0.079,0.071,4.0,0.37,9.7,19.5,5.5e-05,0.068,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,693,21,260,221,0,39,0,0,0,3638,6718,10049,18425,0.0,0,336,0.0,0.0,4916,Supper,4.15,0.0,0,0,974,5.283555,3
4414,"Pie, unenriched flour, commercially prepared, apple",100,237,11,38,0.0,26.6,0.0,0.0004,0.0,1.123,0.119,0.158,0.134,0.31,0.0029,0.0,0.0,0.0,0.0,0,1e-06,0.038,0.032,0.0,0.0,0.0,0.0,1.1,0.046,0.121,0.7,0.182,2.4,6.5,0.0,0.016,190,60,74,95,40,587,65,38,0,73,129,70,32,88,199,99,54,26,54,84,3400,16,0,0,0,0,0,0,0,1100,3797,4388,2198,0.0,0,90,0.0,0.0,5220,Lunch,1.5714285714285716,0.0,0,556,3416,0.34199999999999997,2
4415,"Pork, raw, separable lean and fat, spareribs, fresh",100,277,23,75,0.08,8.1,0.597,0.0,0.0,4.662,0.625,0.251,0.319,0.0,0.0,0.0,0.0,0.0,0.0,0,3.8e-05,0.574,0.0,0.2275,0.037,0.037,0.0,1.5,0.08,0.091,1.6,0.01,14.1,24.2,0.00022,0.25,1547,908,1030,1514,179,2470,697,668,40,761,1318,1435,426,650,626,669,695,163,589,809,0,0,0,0,0,0,0,0,0,2340,7529,8542,3953,8.0,0,67,0.0,0.0,5975,Supper,0.9375,0.0,0,6257,0,0.037219999999999996,2
4416,"Restaurant, breaded and fried, shrimp, family style",100,308,19,34,0.087,112.5,0.501,0.0043,0.0028,1.249,0.35,0.129,0.112,0.0275,0.0003,0.0,0.0,0.0,0.001,0,4.4e-05,0.074,0.0,0.0025,0.214,0.214,0.000322,4.2,0.142,0.116,2.1,0.297,30.1,10.8,0.000226,0.079,1267,656,922,1151,171,2577,579,258,0,547,993,863,309,559,691,511,451,145,386,673,2229,15,91,14,0,14,0,29,35,1867,3361,4294,9311,8.7,0,334,0.0,0.0,4302,Supper,2.0,0.0,0,4540,2335,0.241726,3
